Name,Clean Name,Alias,Previous Name,Parent Name,Note,Start date,End date,Source Url
"AVIC Aerospace Systems Co., Ltd.","AVIC Aerospace Systems Co., Ltd.",,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"AVIC Airborne Systems Co., Ltd.","AVIC Airborne Systems Co., Ltd.",,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
AVIC Asset Management Corporation Ltd.,AVIC Asset Management Corporation Ltd.,,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
AVIC Aviation High-Technology Company Limited (AVIC Aviation Hi-Tech),AVIC Aviation High-Technology Company Limited,AVIC Aviation Hi-Tech,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"AVIC Chengdu Aircraft Co., Ltd. (formerly Zhonghang Electronic Measuring Instruments Company Limited (ZEMIC))","AVIC Chengdu Aircraft Co., Ltd.",,Zhonghang Electronic Measuring Instruments Company Limited; ZEMIC,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
AVIC Electromechanical Systems Co. Ltd.,AVIC Electromechanical Systems Co. Ltd.,,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
AVIC Heavy Machinery Company Limited (AVIC Heavy Machinery),AVIC Heavy Machinery Company Limited,AVIC Heavy Machinery,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"AVIC JONHON Optronic Technology Co., Ltd. (AVIC Jonhon)","AVIC JONHON Optronic Technology Co., Ltd.",AVIC Jonhon,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
AVIC Shenyang Aircraft Company Limited (AVIC Shenyang),AVIC Shenyang Aircraft Company Limited,AVIC Shenyang,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"AVIC Xi’an Aircraft Industry Group Company Ltd. (formerly Xi’an Aircraft Industry Group Co., Ltd.)",AVIC Xi’an Aircraft Industry Group Company Ltd.,,"Xi’an Aircraft Industry Group Co., Ltd.","Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Changhe Aircraft Industries (Group) Co., Ltd.","Changhe Aircraft Industries (Group) Co., Ltd.",,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Cirrus Design Corporation,Cirrus Design Corporation,,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Continental Aerospace Technologies, Inc.","Continental Aerospace Technologies, Inc.",,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Jiangxi Hongdu Aviation Industry Co., Ltd. (Hongdu Aviation)","Jiangxi Hongdu Aviation Industry Co., Ltd. ",Hongdu Aviation,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Shenyang Aircraft Design Institute,Shenyang Aircraft Design Institute,,,"Aviation Industry Corporation of China, Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Baicells Technologies Co., Ltd. (Baicells)","Baicells Technologies Co., Ltd.",Baicells,,,"Baicells is indirectly affiliated with SASAC and MIIT (Section 1260H(g)(2)(B)(i)(I)).
Baicells is a military-civil fusion contributor to the Chinese defense industrial base
because it knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted, or created by, or provided under, or
related to, the Chinese military planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Little Giant” and because it is
affiliated with MIIT (Sections 1260H(g)(3)(A) and (g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Baidu, Inc. (Baidu)","Baidu, Inc.",Baidu,,,"Baidu is indirectly affiliated with SASAC (Section 1260H(g)(2)(B)(i)(I)). Baidu is a
military-civil fusion contributor to the Chinese defense industrial base because it is
affiliated with MIIT (Section 1260H(g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Beijing Zhidao Chuangyu Information Technology Co., Ltd. (Knownsec)","Beijing Zhidao Chuangyu Information Technology Co., Ltd.",Knownsec,,,"Knownsec is directly affiliated with MIIT and indirectly affiliated with SASAC and MIIT
(Section 1260H(g)(2)(i)(I)). Knownsec is a military-civil fusion contributor to the
Chinese defense industrial base because it knowingly received assistance from the
Government of China through science, technology, or industrial efforts initiated, granted,
or created by, or provided under, or related to, the Chinese military planning apparatus or
in furtherance of Chinese military industrial planning objectives through its designation
as a “Little Giant” and because it is affiliated with MIIT (Sections 1260H(g)(3)(A) and
(g)(3)(B)(i)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
BGI Group,BGI Group,,,,"BGI Group is directly with the PLA and indirectly affiliated with MIIT and the PLA
(Section 1260H(g)(2)(B)(i)(I)). BGI Group is a military-civil fusion contributor to the
Chinese defense industrial base because it knowingly received assistance from the
Government of China through science, technology, research, and industrial efforts
initiated, granted, or created by, or provided under, or related to the Chinese military
planning apparatus, or in furtherance of Chinese military industrial planning objectives
and because it is affiliated with MIIT and the PLA (Sections 1260H(g)(3)(A),
(g)(3)(B)(i), and (g)(3)(B)(v)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
BGI Americas Corporation,BGI Americas Corporation,,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"BGI Genomics Co., Ltd. (BGI)","BGI Genomics Co., Ltd.",BGI,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Complete Genomics, Inc.","Complete Genomics, Inc.",,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Forensic Genomics International (FGI),Forensic Genomics International,FGI,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"GBI Diagnostics, Inc.","GBI Diagnostics, Inc.",,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Innomics Inc.,Innomics Inc.,,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
STOmics Americas Ltd.,STOmics Americas Ltd.,,,BGI Group,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
BOE Technology Group Company Limited (BOE),BOE Technology Group Company Limited,BOE,,,"BOE is indirectly affiliated with MIIT (Section 1260H(g)(2)(B)(i)(I)). BOE is a military-
civil fusion contributor to the Chinese defense industrial base because it is affiliated with
the PLA and because it resides in a military-civil fusion enterprise zone (Sections
1260H(g)(3)(B)(v) and (g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
BYD Company Limited (BYD),BYD Company Limited,BYD,,,"BYD is directly and indirectly affiliated with SASAC and is indirectly affiliated with
MIIT (Section 1260H(g)(2)(B)(i)(I)). BYD is a military-civil fusion contributor to the
Chinese defense industrial base because it is affiliated with MIIT and because it resides in
or is affiliated with a military-civil fusion enterprise zone (Sections 1260H(g)(3)(B)(i)
and (g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CALB Group Co., Ltd. (CALB)","CALB Group Co., Ltd.",CALB,,,"CALB is indirectly owned by SASAC and is directly and indirectly affiliated with
SASAC (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CETC Cyberspace Security Technology Co., Ltd. (formerly Chen Du Westone Information
Industry Co., Ltd.)","CETC Cyberspace Security Technology Co., Ltd.",,"Chen Du Westone Information Industry Co., Ltd.",,"CETC Cyberspace Security Technology Co., Ltd. is indirectly owned by SASAC and is
directly affiliated with MIIT (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CETC Digital Technology Co., Ltd. (formerly Shanghai East China Computer Co., Ltd.)","CETC Digital Technology Co., Ltd.",,"Shanghai East China Computer Co., Ltd.",,"CETC Digital Technology Co., Ltd. is indirectly owned by SASAC (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CETC Potevio Science & Technology Co., Ltd (formerly Guangzhou GCI Science &
Technology Co., Ltd.)","CETC Potevio Science & Technology Co., Ltd",,"Guangzhou GCI Science &
Technology Co., Ltd.",,"CETC Potevio Science & Technology Co., Ltd. is indirectly owned by SASAC (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"ChangXin Memory Technologies, Inc. (CXMT)","ChangXin Memory Technologies, Inc.",CXMT,,,"CXMT is directly affiliated with MIIT and indirectly affiliated with SASAC and MIIT
(Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Chengdu JOUAV Automation Tech Co., Ltd. (JOUAV)","Chengdu JOUAV Automation Tech Co., Ltd.",JOUAV,,,"JOUAV is directly affiliated with MIIT and the PLA (Section 1260H(g)(2)(B)(i)(I)).
JOUAV is a military-civil fusion contributor to the Chinese defense industrial base
because it knowingly received assistance from the Government of China through science,
technology, or industrial efforts initiated, granted, or created by, or provided under, or
related to, the Chinese military planning apparatus or in furtherance of Chinese military
industrial planning objectives through its designation as a “Little Giant;” it is affiliated
with MIIT; it is affiliated with the PLA, and it resides in a military-civil fusion enterprise
zone (Sections 1260H(g)(3)(A), (g)(3)(B)(i) and (v), and (g)(3)(E)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Chengdu M&S Electronics Technology Co., Ltd. (M&S Electronics)","Chengdu M&S Electronics Technology Co., Ltd.",M&S Electronics,,,"M&S Electronics is indirectly affiliated with SASAC and SASTIND (Section
1260H(g)(2)(B)(i)(I)). M&S Electronics is a military-civil fusion contributor to the
Chinese defense industrial base because it knowingly received assistance from the
Government of China through science, technology, or industrial efforts initiated, granted,
or created by, or provided under, or related to, the Chinese military planning apparatus or
in furtherance of Chinese military industrial planning objectives through its designation
as a “Little Giant” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Aerospace Science and Industry Corporation Limited (CASIC),China Aerospace Science and Industry Corporation Limited,CASIC,,,"CASIC is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).
CASIC is a military-civil fusion contributor to the Chinese defense industrial base
because it is affiliated with the PLA and SASTIND (Sections 1260H(g)(3)(B)(iii) and
(v)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Addsino Co., Ltd.","Addsino Co., Ltd.",,,China Aerospace Science and Industry Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Aerospace Precision Products Co., Ltd.","Aerospace Precision Products Co., Ltd.",,,China Aerospace Science and Industry Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Aisino Corporation,Aisino Corporation,,,China Aerospace Science and Industry Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Aerospace Automotive Co., Ltd.","China Aerospace Automotive Co., Ltd.",,,China Aerospace Science and Industry Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Cargo Airlines Co., Ltd. (CCA)","China Cargo Airlines Co., Ltd.",CCA,,,"CCA is indirectly owned by SASAC and it is indirectly affiliated with SASAC (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Communications Construction Group (Limited) (CCCG),China Communications Construction Group (Limited),CCCG,,,CCCG is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CCCC Design and Consulting Group Co., Ltd.","CCCC Design and Consulting Group Co., Ltd.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
CCCC First Harbor Engineering Bureau Co. Ltd.,CCCC First Harbor Engineering Bureau Co. Ltd.,,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CCCC Second Navigation Engineering Bureau Co., Ltd.","CCCC Second Navigation Engineering Bureau Co., Ltd.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CCCC Third Navigation Engineering Bureau Co., Ltd.","CCCC Third Navigation Engineering Bureau Co., Ltd.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Airport Construction Group Corporation,China Airport Construction Group Corporation,,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Communications Construction (USA) Co., Ltd.","China Communications Construction (USA) Co., Ltd.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Communications Construction Company Limited (CCCC),China Communications Construction Company Limited,CCCC,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Transportation Materials Co., Ltd.","China Transportation Materials Co., Ltd.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
John Holland Group Pty Ltd.,John Holland Group Pty Ltd.,,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
John Holland Services Pty Ltd.,John Holland Services Pty Ltd.,,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Shanghai Zhenhua Shipping Co. Ltd.,Shanghai Zhenhua Shipping Co. Ltd.,,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"ZPMC North America, Inc.","ZPMC North America, Inc.",,,China Communications Construction Group (Limited) ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Construction Technology Co., Ltd. (CCTC)","China Construction Technology Co., Ltd.",CCTC,,,CCTC is directly controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China COSCO SHIPPING Corporation Limited (COSCO SHIPPING),China COSCO SHIPPING Corporation Limited,COSCO SHIPPING,,,"COSCO SHIPPING is directly owned and controlled by SASAC; it officially acts on
behalf of the PLA; and it is indirectly affiliated with SASTIND (Section
1260H(g)(2)(B)(i)(I)). COSCO SHIPPING is a military-civil fusion contributor to the
Chinese defense industrial base because it knowingly received assistance from the
Government of China through science, technology, research, and industrial efforts
initiated, granted, or created by, or provided under, or related to, the Chinese military
industrial planning apparatus, or in furtherance of Chinese military industrial planning
objectives (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Ocean Shipping Company Ltd.,China Ocean Shipping Company Ltd.,,,China COSCO SHIPPING Corporation Limited ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
COSCO SHIPPING (North America) Inc.,COSCO SHIPPING (North America) Inc.,,,China COSCO SHIPPING Corporation Limited ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"COSCO SHIPPING Logistics Supply Chain Co., Ltd.","COSCO SHIPPING Logistics Supply Chain Co., Ltd.",,,China COSCO SHIPPING Corporation Limited ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Shanghai Ship and Shipping Research,Shanghai Ship and Shipping Research,,,China COSCO SHIPPING Corporation Limited ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Electronics Corporation (CEC),China Electronics Corporation,CEC,,,CEC is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
