Type,QID,Name,Alias,Chinese name,Country,Topics,Summary,Chinese summary,Body,List,Date,End date,Source URL,Address
Company,,"Insitu, Inc.",,英斯图公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,Aerospace Industrial Development Corp.,,汉翔航空工业股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,GEOSAT Aerospace & Technology Inc.,,经纬航太科技公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Organization,,National Chung-Shan Institute of Science & Technology,,中山科学研究院,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,JC Technology Inc.,,仲硕科技股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,"CSBC Corporation, Taiwan",,国际造船股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,"Jong Shyn Shipbuilding Co., Ltd",,中信造船股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,"Lungteh Shipbuilding Co., Ltd",,龙德造船工业股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,"Gong Wei Co., Ltd",,攻卫股份有限公司,TW,export.control,,,Ministry of Commerce,List of Export Controls,09.07.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_bc099a251426466f8fa650f9216c064d.html,
Company,,"Huntington Ingalls Industries, Inc.",,亨廷顿·英格尔斯工业公司,US,export.control,,,Ministry of Commerce,List of Export Controls,25.09.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_250b2a4fdbd04ed19f626a5ce931492c.html,
Company,,Planate Management Group,,扁平地球管理公司,US,export.control,,,Ministry of Commerce,List of Export Controls,25.09.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_250b2a4fdbd04ed19f626a5ce931492c.html,
Company,,Global Dimensions LLC,,全球维度公司,US,export.control,,,Ministry of Commerce,List of Export Controls,25.09.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_250b2a4fdbd04ed19f626a5ce931492c.html,
Company,,"TCOM,Limited Partnership",,特科姆公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Stick Rudder Enterprises LLC,,摇杆舵公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,"Teledyne Brown Engineering,Inc.",,特励达·布朗工程公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Huntington Ingalls Industries Inc.,,亨廷顿·英格尔斯工业公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,S3 AeroDefense,,S3航空防务公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Cubic Corporation,,立方公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,TextOre,,文本矿公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,ACT1 Federal,,ACT1联邦公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Exovera,,埃克索维拉公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Planate Management Group,,扁平地球管理公司,US,sanction.counter,,,Ministry of Commerce,UEL,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fe1f402f866f4216b1e835770df96f8c.html,
Company,,Dedrone by Axon,,反无人机技术公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,DZYNE Technologies,,迪杰恩技术公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"Elbit Systems of America, LLC",,埃比特系统美国分公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"Epirus, Inc.",,伊比鲁斯公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"AeroVironment, Inc.",,宇航环境公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,Exelis Inc.,,Exelis公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,Alliant Techsystems Operations LLC,,联合技术系统运营公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"BAE Systems, Inc.",,贝宜系统股份有限公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"Teledyne FLIR, LLC",,Teledyne FLIR公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,VSE Corporation,,VSE公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,Cubic Global Defense,,立方全球防务公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,"Recorded Future, Inc.",,Recorded Future公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Organization,,Halifax International Security Forum,,哈利法克斯国际安全论坛,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Inc.,,TechInsights公司,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Europe Limited,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Europe Sp zo.o,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Japan KK,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights USA Inc,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Korea Co. Ltd.,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,TechInsights Market Analysis Limited,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,SARL Strategy Analytics,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,Strategy Analytics GmbH Market Research and Management Consulting,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
Company,,SARI Strategy Analytics Private Limited,,,,sanction.counter,,,Ministry of Commerce,UEL,09.10.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_fa5c991e926144e8a13de34fe1b8e00a.html,
