"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"VKSV","Puerto Rico","PR","","","Insurance Company","English","en","Insurance Company","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"VKSV","Puerto Rico","PR","","","Compañía de Seguros","Spanish","es","Compañía de Seguros","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"W6NI","Puerto Rico","PR","","","International Financial Entity (Corporation)","English","en","International Financial Entity (Corporation)","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"W6NI","Puerto Rico","PR","","","Entidad Financiera Internacional (Corporación)","Spanish","es","Entidad Financiera Internacional (Corporación)","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"XK6L","Puerto Rico","PR","","","International Financial Entity (Corporation)","English","en","International Financial Entity (Corporation)","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"XK6L","Puerto Rico","PR","","","Cooperative de Consumo","Spanish","es","Cooperative de Consumo","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"XUYT","Puerto Rico","PR","","","International Banking Center (LLC)","English","en","International Banking Center (LLC)","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"XUYT","Puerto Rico","PR","","","Cooperative de Ahorro y Crédito","Spanish","es","Cooperative de Ahorro y Crédito","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y21X","Puerto Rico","PR","","","Sponsored By Municipal Corporation","English","en","Sponsored By Municipal Corporation","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y21X","Puerto Rico","PR","","","Corporación Auspiciada Por Municipios","Spanish","es","Corporación Auspiciada Por Municipios","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y3T2","Puerto Rico","PR","","","Special Corporation for Municipal Development","English","en","Special Corporation for Municipal Development","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y3T2","Puerto Rico","PR","","","Corporación Professional","Spanish","es","Corporación Professional","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y7LW","Puerto Rico","PR","","","Low Profit LLC","English","en","Low Profit LLC","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"Y7LW","Puerto Rico","PR","","","Corporación Auspiciada Por Municipios","Spanish","es","Corporación Auspiciada Por Municipios","","","2020-06-10","INAC","ELF code inactivated and replaced by new code","2020-11-19","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"YS16","Puerto Rico","PR","","","Corporation","English","en","Corporation","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"YS16","Puerto Rico","PR","","","Corporación","Spanish","es","Corporación","","","2020-11-19","ACTV","new ELF code to replace inactivated code","","all existing ELF codes for Puerto Rico replaced with new codes to solve situation with incorrect pairing of the same legal form in 2 languages"
"ADV0","Qatar","QA","","","الشركة ذات المسؤولية المحدودة","Arabic","ar","Sharika That Almasuliah Almahduda","ذ.م.م","","2021-09-23","ACTV","","",""
"B4L0","Qatar","QA","","","شركة المحاصة","Arabic","ar","Sharikat Almahasah","","","2021-09-23","ACTV","","",""
"KHBL","Qatar","QA","","","شركة التوصية البسيطة","Arabic","ar","Sharikat Altawsia Albasita","","","2021-09-23","ACTV","","",""
"OR18","Qatar","QA","","","شركة التضامن","Arabic","ar","Sharikat Altadamun","","","2021-09-23","ACTV","","",""
"QZ84","Qatar","QA","","","شركة المساهمة العامة","Arabic","ar","Sharikat Almusahama Alaamah","ش.م.ع","","2021-09-23","ACTV","","",""
"RN1W","Qatar","QA","","","شركة التوصية بالأسهم","Arabic","ar","Sharikat Altawsia Blas'hoom","","","2021-09-23","ACTV","","",""
"W50Q","Qatar","QA","","","شركة المساهمة الخاصة","Arabic","ar","Sharikat Almusahama Alkhasa","ش.م.خ","","2021-09-23","ACTV","","",""
"1CDX","Romania","RO","","","Societate europeană","Romanian","ro","Societate europeană","SE","","2017-11-30","ACTV","","",""
"37II","Romania","RO","","","Cooperativă meșteșugărească","Romanian","ro","Cooperativă meșteșugărească","","","2017-11-30","ACTV","","",""
"4V0A","Romania","RO","","","Grupul european de interes economic","Romanian","ro","Grupul european de interes economic","GEIE","","2017-11-30","ACTV","","",""
"5NCK","Romania","RO","","","Organizație non-guvernamentală","Romanian","ro","Organizație non-guvernamentală","ONG","","2017-11-30","ACTV","","",""
"7B9H","Romania","RO","","","Societate cooperativă","Romanian","ro","Societate cooperativă","","","2017-11-30","ACTV","","",""
"7W9B","Romania","RO","","","Organizații cooperatiste de credit și casele centrale ale acestora","Romanian","ro","Organizații cooperatiste de credit și casele centrale ale acestora","","","2017-11-30","ACTV","","",""
"85K5","Romania","RO","","","Reprezentanta","Romanian","ro","Reprezentanta","","","2017-11-30","ACTV","","",""
"8FD2","Romania","RO","","","Cooperativă de consum","Romanian","ro","Cooperativă de consum","","","2017-11-30","ACTV","","",""
"AI01","Romania","RO","","","Persoana fizica independentă","Romanian","ro","Persoana fizica independentă","PFI","","2017-11-30","ACTV","","",""
"ANDT","Romania","RO","","","Societate pe acţiuni","Romanian","ro","Societate pe acţiuni","SA ","","2017-11-30","ACTV","","",""
"CTBD","Romania","RO","","","Alte forme de proprietate","Romanian","ro","Alte forme de proprietate","","","2017-11-30","ACTV","","",""
"CUGP","Romania","RO","","","Regie autonomă","Romanian","ro","Regie autonomă","RA","","2017-11-30","ACTV","","",""
"DUGD","Romania","RO","","","Intreprindere individuala","Romanian","ro","Intreprindere individuala","II","","2017-11-30","ACTV","","",""
"EFBR","Romania","RO","","","Grupul de interes economic","Romanian","ro","Grupul de interes economic","GIE","","2017-11-30","ACTV","","",""
"F0BK","Romania","RO","","","Societate agricolă","Romanian","ro","Societate agricolă","","","2017-11-30","ACTV","","",""
"F68H","Romania","RO","","","Societate în nume colectiv","Romanian","ro","Societate în nume colectiv","SNC","","2017-11-30","ACTV","","",""
"FJQ8","Romania","RO","","","Persoana fizica autorizata","Romanian","ro","Persoana fizica autorizata","PFA","","2017-11-30","ACTV","","",""
"GT4V","Romania","RO","","","Cooperativă de credit","Romanian","ro","Cooperativă de credit","","","2017-11-30","ACTV","","",""
"I15K","Romania","RO","","","Cooperativă agricolă","Romanian","ro","Cooperativă agricolă","","","2017-11-30","ACTV","","",""
"I9BB","Romania","RO","","","Sucursala","Romanian","ro","Sucursala","","","2017-11-30","ACTV","","",""
"NFRJ","Romania","RO","","","Reprezentant fiscal","Romanian","ro","Reprezentant fiscal","","","2017-11-30","ACTV","","",""
"SWMK","Romania","RO","","","Societate în comandită pe acţiuni","Romanian","ro","Societate în comandită pe acţiuni","SCA","","2017-11-30","ACTV","","",""
"TH8A","Romania","RO","","","Asociatie familiala","Romanian","ro","Asociatie familiala","AF","","2017-11-30","ACTV","","",""
"UWEE","Romania","RO","","","Societate Cooperativă Europeană","Romanian","ro","Societate Cooperativă Europeană","SCE","","2017-11-30","ACTV","","",""
"V0FL","Romania","RO","","","Societate în comandită simplă","Romanian","ro","Societate în comandită simplă","SCS","","2017-11-30","ACTV","","",""
"XHN1","Romania","RO","","","Societate cu răspundere limitată","Romanian","ro","Societate cu răspundere limitată","SRL","","2017-11-30","ACTV","","",""
"15A2","Russia","RU","","","Объединения (ассоциации и союзы) благотворительных организаций","Russian","ru","Ob""yedineniya (assotsiatsii i soyuzy) blagotvoritel'nykh organizatsiy","","","2017-11-30","ACTV","","",""
"17R7","Russia","RU","","","Общества с ограниченной ответственностью","Russian","ru","Obshchestva s ogranichennoy otvetstvennost'yu","","","2017-11-30","ACTV","","",""
"1MJ0","Russia","RU","","","Крестьянские (фермерские) хозяйства","Russian","ru","Krest'yanskiye (fermerskiye) khozyaystva","","","2017-11-30","ACTV","","",""
"1RJ2","Russia","RU","","","Автономные некоммерческие организации","Russian","ru","Avtonomnyye nekommercheskiye organizatsii","","","2017-11-30","ACTV","","",""
"1U7Y","Russia","RU","","","Благотворительные учреждения","Russian","ru","Blagotvoritel'nyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"24TU","Russia","RU","","","Союзы (ассоциации) общественных объединений","Russian","ru","Soyuzy (assotsiatsii) obshchestvennykh ob""yedineniy","","","2017-11-30","ACTV","","",""
"2H36","Russia","RU","","","Союзы (ассоциации) кооперативов","Russian","ru","Soyuzy (assotsiatsii) kooperativov","","","2017-11-30","ACTV","","",""
"2OTW","Russia","RU","","","Муниципальные автономные учреждения","Russian","ru","Munitsipal'nyye avtonomnyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"2R46","Russia","RU","","","Товарищества собственников жилья","Russian","ru","Tovarishchestva sobstvennikov zhil'ya","","","2017-11-30","ACTV","","",""
"37YG","Russia","RU","","","Федеральные казенные предприятия","Russian","ru","Federal'nyye kazennyye predpriyatiya","","","2017-11-30","ACTV","","",""
"3AMJ","Russia","RU","","","Сельскохозяйственные производственные кооперативы","Russian","ru","Sel'skokhozyaystvennyye proizvodstvennyye kooperativy","","","2017-11-30","ACTV","","",""
"3EAX","Russia","RU","","","Производственные кооперативы (кроме сельскохозяйственных производственных кооперативов)","Russian","ru","Proizvodstvennyye kooperativy (krome sel'skokhozyaystvennykh proizvodstvennykh kooperativov)","","","2017-11-30","ACTV","","",""
"3F98","Russia","RU","","","Учреждения","Russian","ru","Uchrezhdeniya","","","2017-11-30","ACTV","","",""
"3TOV","Russia","RU","","","Профсоюзные организации","Russian","ru","Profsoyuznyye organizatsii","","","2017-11-30","ACTV","","",""
"3U8X","Russia","RU","","","Прочие юридические лица, являющиеся коммерческими организациями","Russian","ru","Prochiye yuridicheskiye litsa, yavlyayushchiyesya kommercheskimi organizatsiyami","","","2017-11-30","ACTV","","",""
"4PZX","Russia","RU","","","Учреждения, созданные субъектом Российской Федерации","Russian","ru","Uchrezhdeniya, sozdannyye sub""yektom Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"4TYO","Russia","RU","","","Публичные акционерные общества","Russian","ru","Publichnyye aktsionernyye obshchestva","","","2017-11-30","ACTV","","",""
"4VTZ","Russia","RU","","","Ассоциации (союзы)","Russian","ru","Assotsiatsii (soyuzy)","","","2017-11-30","ACTV","","",""
"5VMR","Russia","RU","","","Адвокаты, учредившие адвокатский кабинет","Russian","ru","Advokaty, uchredivshiye advokatskiy kabinet","","","2017-11-30","ACTV","","",""
"6H83","Russia","RU","","","Сельскохозяйственные потребительские животноводческие кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye zhivotnovodcheskiye kooperativy","","","2017-11-30","ACTV","","",""
"8B9A","Russia","RU","","","Жилищные или жилищно-строительные кооперативы","Russian","ru","Zhilishchnyye ili zhilishchno-stroitel'nyye kooperativy","","","2017-11-30","ACTV","","",""
"8JWV","Russia","RU","","","Государственные академии наук","Russian","ru","Gosudarstvennyye akademii nauk","","","2017-11-30","ACTV","","",""
"8MQM","Russia","RU","","","Государственные бюджетные учреждения субъектов Российской Федерации","Russian","ru","Gosudarstvennyye byudzhetnyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"8NF7","Russia","RU","","","Федеральные государственные бюджетные учреждения","Russian","ru","Federal'nyye gosudarstvennyye byudzhetnyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"8NZE","Russia","RU","","","Садоводческие, огороднические или дачные потребительские кооперативы","Russian","ru","Sadovodcheskiye, ogorodnicheskiye ili dachnyye potrebitel'skiye kooperativy","","","2017-11-30","ACTV","","",""
"8RIH","Russia","RU","","","Публично-правовые компании","Russian","ru","Publichno-pravovyye kompanii","","","2017-11-30","ACTV","","",""
"8XDD","Russia","RU","","","Советы муниципальных образований субъектов Российской Федерации","Russian","ru","Sovety munitsipal'nykh obrazovaniy sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"9M15","Russia","RU","","","Центральный банк","Russian","ru","Central'nyj bank","","","2020-11-19","ACTV","","",""
"9RQZ","Russia","RU","","","Государственные унитарные предприятия субъектов Российской Федерации","Russian","ru","Gosudarstvennyye unitarnyye predpriyatiya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"AS78","Russia","RU","","","Адвокатские бюро","Russian","ru","Advokatskiye byuro","","","2017-11-30","ACTV","","",""
"B5GH","Russia","RU","","","Казачьи общества, внесенные в государственный реестр казачьих обществ в Российской Федерации","Russian","ru","Kazach'i obshchestva, vnesennyye v gosudarstvennyy reyestr kazach'ikh obshchestv v Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"BLVV","Russia","RU","","","Кредитные потребительские кооперативы","Russian","ru","Kreditnyye potrebitel'skiye kooperativy","","","2017-11-30","ACTV","","",""
"BQ3A","Russia","RU","","","Гаражные и гаражно-строительные кооперативы","Russian","ru","Garazhnyye i garazhno-stroitel'nyye kooperativy","","","2017-11-30","ACTV","","",""
"BZQL","Russia","RU","","","Организационно-правовые формы для деятельности граждан (физических лиц)","Russian","ru","Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan (fizicheskikh lits)","","","2017-11-30","ACTV","","",""
"C3RQ","Russia","RU","","","Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями","Russian","ru","Organizatsionno-pravovyyу formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi korporativnymi organizatsiyami","","","2017-11-30","ACTV","","",""
"C7TI","Russia","RU","","","Ассоциации (союзы) садоводческих, огороднических и дачных некоммерческих объединений","Russian","ru","Assotsiatsii (soyuzy) sadovodcheskikh, ogorodnicheskikh i dachnykh nekommercheskikh ob""yedineniy","","","2017-11-30","ACTV","","",""
"CKTA","Russia","RU","","","Некоммерческие партнерства","Russian","ru","Nekommercheskiye partnerstva","","","2017-11-30","ACTV","","",""
"CN7I","Russia","RU","","","Фонды проката","Russian","ru","Fondy prokata","","","2017-11-30","ACTV","","",""
"D094","Russia","RU","","","Экологические фонды","Russian","ru","Ekologicheskiye fondy","","","2017-11-30","ACTV","","",""
"D84J","Russia","RU","","","Общественные организации","Russian","ru","Obshchestvennyye organizatsii","","","2017-11-30","ACTV","","",""
"DO25","Russia","RU","","","Государственные компании","Russian","ru","Gosudarstvennyye kompanii","","","2017-11-30","ACTV","","",""
"DZSY","Russia","RU","","","Казенные предприятия субъектов Российской Федерации","Russian","ru","Kazennyye predpriyatiya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"E0VI","Russia","RU","","","Государственные корпорации","Russian","ru","Gosudarstvennyye korporatsii","","","2017-11-30","ACTV","","",""
"EH3M","Russia","RU","","","Общественные фонды","Russian","ru","Obshchestvennyye fondy","","","2017-11-30","ACTV","","",""
"EWQF","Russia","RU","","","Организационно-правовые формы для коммерческой деятельности граждан","Russian","ru","Organizatsionno-pravovyye formy dlya kommercheskoy deyatel'nosti grazhdan","","","2017-11-30","ACTV","","",""
"FWGK","Russia","RU","","","Муниципальные бюджетные учреждения","Russian","ru","Munitsipal'nyye byudzhetnyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"FZKX","Russia","RU","","","Производственные кооперативы (артели)","Russian","ru","Proizvodstvennyye kooperativy (arteli)","","","2017-11-30","ACTV","","",""
"G2CW","Russia","RU","","","Территориальные общественные самоуправления","Russian","ru","Territorial'nyye obshchestvennyye samoupravleniya","","","2017-11-30","ACTV","","",""
"GHC5","Russia","RU","","","Сельскохозяйственные потребительские огороднические кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye ogorodnicheskiye kooperativy","","","2017-11-30","ACTV","","",""
"GQRJ","Russia","RU","","","Учреждения, созданные Российской Федерацией","Russian","ru","Uchrezhdeniya, sozdannyye Rossiyskoy Federatsiyey","","","2017-11-30","ACTV","","",""
"GWHK","Russia","RU","","","Общины коренных малочисленных народов Российской Федерации","Russian","ru","Obshchiny korennykh malochislennykh narodov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"GZF9","Russia","RU","","","Структурные подразделения обособленных подразделений юридических лиц","Russian","ru","Strukturnyye podrazdeleniya obosoblennykh podrazdeleniy yuridicheskikh lits","","","2017-11-30","ACTV","","",""
"H2AF","Russia","RU","","","Товарищества собственников недвижимости","Russian","ru","Tovarishchestva sobstvennikov nedvizhimosti","","","2017-11-30","ACTV","","",""
"H2P4","Russia","RU","","","Кредитные кооперативы второго уровня","Russian","ru","Kreditnyye kooperativy vtorogo urovnya","","","2017-11-30","ACTV","","",""
"H4NY","Russia","RU","","","Адвокатские палаты","Russian","ru","Advokatskiye palaty","","","2017-11-30","ACTV","","",""
"HKKL","Russia","RU","","","Федеральные государственные автономные учреждения","Russian","ru","Federal'nyye gosudarstvennyye avtonomnyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"HUET","Russia","RU","","","Религиозные организации","Russian","ru","Religioznyye organizatsii","","","2017-11-30","ACTV","","",""
"HUR1","Russia","RU","","","Сельскохозяйственные потребительские обслуживающие кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye obsluzhivayushchiye kooperativy","","","2017-11-30","ACTV","","",""
"I9O1","Russia","RU","","","Сельскохозяйственные потребительские перерабатывающие кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye pererabatyvayushchiye kooperativy","","","2017-11-30","ACTV","","",""
"I9V2","Russia","RU","","","Организационно-правовые формы юридических лиц, являющихся некоммерческими унитарными организациями","Russian","ru","Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi unitarnymi organizatsiyami","","","2017-11-30","ACTV","","",""
"IBSS","Russia","RU","","","Сельскохозяйственные потребительские снабженческие кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye snabzhencheskiye kooperativy","","","2017-11-30","ACTV","","",""
"IC46","Russia","RU","","","Сельскохозяйственные артели (колхозы)","Russian","ru","Sel'skokhozyaystvennyye arteli (kolkhozy)","","","2017-11-30","ACTV","","",""
"ILY0","Russia","RU","","","Саморегулируемые организации","Russian","ru","Samoreguliruyemyye organizatsii","","","2017-11-30","ACTV","","",""
"J18N","Russia","RU","","","Товарищества на вере (коммандитные товарищества)","Russian","ru","Tovarishchestva na vere (kommanditnyye tovarishchestva)","","","2017-11-30","ACTV","","",""
"J7NW","Russia","RU","","","Простые товарищества","Russian","ru","Prostyye tovarishchestva","","","2017-11-30","ACTV","","",""
"JPMQ","Russia","RU","","","Организационно-правовые формы организаций, созданных без прав юридического лица","Russian","ru","Organizatsionno-pravovyye formy organizatsiy, sozdannykh bez prav yuridicheskogo litsa","","","2017-11-30","ACTV","","",""
"JZBN","Russia","RU","","","Непубличные акционерные общества","Russian","ru","Nepublichnyye aktsionernyye obshchestva","","","2017-11-30","ACTV","","",""
"KLA2","Russia","RU","","","Хозяйственные товарищества","Russian","ru","Khozyaystvennyye tovarishchestva","","","2017-11-30","ACTV","","",""
"KOYR","Russia","RU","","","Главы крестьянских (фермерских) хозяйств","Russian","ru","Glavy krest'yanskikh (fermerskikh) khozyaystv","","","2017-11-30","ACTV","","",""
"KVSH","Russia","RU","","","Органы общественной самодеятельности","Russian","ru","Organy obshchestvennoy samodeyatel'nosti","","","2017-11-30","ACTV","","",""
"KZC6","Russia","RU","","","Фонды","Russian","ru","Fondy","","","2017-11-30","ACTV","","",""
"LLL8","Russia","RU","","","Отделения иностранных некоммерческих неправительственных организаций","Russian","ru","Otdeleniya inostrannykh nekommercheskikh nepravitel'stvennykh organizatsiy","","","2017-11-30","ACTV","","",""
"LYTH","Russia","RU","","","Благотворительные фонды","Russian","ru","Blagotvoritel'nyye fondy","","","2017-11-30","ACTV","","",""
"MG22","Russia","RU","","","Государственные автономные учреждения субъектов Российской Федерации","Russian","ru","Gosudarstvennyye avtonomnyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"MT3A","Russia","RU","","","Открытое акционерное общество","Russian","ru","Otkrytoye aktsionernoye obshchestvo","","","2020-11-19","ACTV","","",""
"MV1C","Russia","RU","","","Потребительские общества","Russian","ru","Potrebitel'skiye obshchestva","","","2017-11-30","ACTV","","",""
"MVSF","Russia","RU","","","Объединения фермерских хозяйств","Russian","ru","Ob""yedineniya fermerskikh khozyaystv","","","2017-11-30","ACTV","","",""
"NRK9","Russia","RU","","","Общественные учреждения","Russian","ru","Obshchestvennyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"NZ85","Russia","RU","","","Политические партии","Russian","ru","Politicheskiye partii","","","2017-11-30","ACTV","","",""
"O1KO","Russia","RU","","","Сельскохозяйственные потребительские сбытовые (торговые) кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye sbytovyye (torgovyye) kooperativy","","","2017-11-30","ACTV","","",""
"OCIS","Russia","RU","","","Федеральные государственные унитарные предприятия","Russian","ru","Federal'nyye gosudarstvennyye unitarnyye predpriyatiya","","","2017-11-30","ACTV","","",""
"OPLQ","Russia","RU","","","Представительства юридических лиц","Russian","ru","Predstavitel'stva yuridicheskikh lits","","","2017-11-30","ACTV","","",""
"OVLN","Russia","RU","","","Унитарные предприятия, основанные на праве оперативного управления (казенные предприятия)","Russian","ru","Unitarnyye predpriyatiya, osnovannyye na prave operativnogo upravleniya (kazennyye predpriyatiya)","","","2017-11-30","ACTV","","",""
"P9CF","Russia","RU","","","Индивидуальные предприниматели","Russian","ru","Individual'nyye predprinimateli","","","2017-11-30","ACTV","","",""
"PA5X","Russia","RU","","","Ассоциации (союзы) экономического взаимодействия субъектов Российской Федерации","Russian","ru","Assotsiatsii (soyuzy) ekonomicheskogo vzaimodeystviya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"PDYW","Russia","RU","","","Сельскохозяйственные потребительские садоводческие кооперативы","Russian","ru","Sel'skokhozyaystvennyye potrebitel'skiye sadovodcheskiye kooperativy","","","2017-11-30","ACTV","","",""
"PJRZ","Russia","RU","","","Нотариальные палаты","Russian","ru","Notarial'nyye palaty","","","2017-11-30","ACTV","","",""
"Q9FA","Russia","RU","","","Межправительственные международные организации","Russian","ru","Mezhpravitel'stvennyye mezhdunarodnyye organizatsii","","","2017-11-30","ACTV","","",""
"QCRH","Russia","RU","","","Хозяйственные общества","Russian","ru","Khozyaystvennyye obshchestva","","","2017-11-30","ACTV","","",""
"QFGM","Russia","RU","","","Потребительские кооперативы","Russian","ru","Potrebitel'skiye kooperativy","","","2017-11-30","ACTV","","",""
"QKFU","Russia","RU","","","Учреждения, созданные муниципальным образованием (муниципальные учреждения)","Russian","ru","Uchrezhdeniya, sozdannyye munitsipal'nym obrazovaniyem (munitsipal'nyye uchrezhdeniya)","","","2017-11-30","ACTV","","",""
"QMEH","Russia","RU","","","Общества взаимного страхования","Russian","ru","Obshchestva vzaimnogo strakhovaniya","","","2017-11-30","ACTV","","",""
"QQS1","Russia","RU","","","Организационно-правовые формы международных организаций, осуществляющих деятельность на территории российской федерации","Russian","ru","Organizatsionno-pravovyye formy mezhdunarodnykh organizatsiy, osushchestvlyayushchikh deyatel'nost' na territorii rossiyskoy federatsii","","","2017-11-30","ACTV","","",""
"QSXT","Russia","RU","","","Нотариусы, занимающиеся частной практикой","Russian","ru","Notariusy, zanimayushchiyesya chastnoy praktikoy","","","2017-11-30","ACTV","","",""
"QUMQ","Russia","RU","","","Унитарные предприятия, основанные на праве хозяйственного ведения","Russian","ru","Unitarnyye predpriyatiya, osnovannyye na prave khozyaystvennogo vedeniya","","","2017-11-30","ACTV","","",""
"R71T","Russia","RU","","","Акционерные общества","Russian","ru","Aktsionernyye obshchestva","","","2017-11-30","ACTV","","",""
"RJUK","Russia","RU","","","Садоводческие, огороднические или дачные некоммерческие товарищества","Russian","ru","Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva","","","2017-11-30","ACTV","","",""
"SDVV","Russia","RU","","","Объединения работодателей","Russian","ru","Ob""yedineniya rabotodateley","","","2017-11-30","ACTV","","",""
"SIPP","Russia","RU","","","Организационно-правовые формы для деятельности граждан, не отнесенной к предпринимательству","Russian","ru","Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu","","","2017-11-30","ACTV","","",""
"TLDB","Russia","RU","","","Союзы потребительских обществ","Russian","ru","Soyuzy potrebitel'skikh obshchestv","","","2017-11-30","ACTV","","",""
"TMIG","Russia","RU","","","Федеральные государственные казенные учреждения","Russian","ru","Federal'nyye gosudarstvennyye kazennyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"UTBN","Russia","RU","","","Коллегии адвокатов","Russian","ru","Kollegii advokatov","","","2017-11-30","ACTV","","",""
"UY49","Russia","RU","","","Районные суды, городские суды, межрайонные суды (районные суды)","Russian","ru","Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)","","","2017-11-30","ACTV","","",""
"VA0A","Russia","RU","","","Рыболовецкие артели (колхозы)","Russian","ru","Rybolovetskiye arteli (kolkhozy)","","","2017-11-30","ACTV","","",""
"VAB6","Russia","RU","","","Обособленные подразделения юридических лиц","Russian","ru","Obosoblennyye podrazdeleniya yuridicheskikh lits","","","2017-11-30","ACTV","","",""
"VE1P","Russia","RU","","","Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями","Russian","ru","Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami","","","2017-11-30","ACTV","","",""
"VEOU","Russia","RU","","","Унитарные предприятия","Russian","ru","Unitarnyye predpriyatiya","","","2017-11-30","ACTV","","",""
"VEX5","Russia","RU","","","Муниципальные казенные учреждения","Russian","ru","Munitsipal'nyye kazennyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"VIGZ","Russia","RU","","","Филиалы юридических лиц","Russian","ru","Filialy yuridicheskikh lits","","","2017-11-30","ACTV","","",""
"VOUU","Russia","RU","","","Организационно-правовые формы юридических лиц, являющихся коммерческими унитарными организациями","Russian","ru","Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami","","","2017-11-30","ACTV","","",""
